wallet_provider,wallet_id,balance,monthly_transactions,average_transaction,top_up_frequency,duitnow_qr_usage,user_id
Touch n Go eWallet,dbbb5ff1-1499-474c-9d84-fc58b9d7733c,213.42,19,65.49,1,6,51f991cc-6961-4360-8082-800d8114bba2
GrabPay,998f8a5d-3eec-4c2c-a057-6afe97237a8a,353.42,14,55.64,8,11,07475999-d3d8-4514-b9f6-139287d98bf5
MAE,4654c736-bf82-4162-b618-7d6d6074e0b3,294.63,17,58.23,4,4,07475999-d3d8-4514-b9f6-139287d98bf5
Boost,38683975-f5fd-441f-9170-020832ff4496,20.13,8,66.26,3,14,07475999-d3d8-4514-b9f6-139287d98bf5
ShopeePay,28c0650d-45db-4328-bbe0-56c04b92d759,486.6,13,63.67,1,6,07475999-d3d8-4514-b9f6-139287d98bf5
Boost,3fd62f62-a94d-443c-ba73-8560d2b15306,225.7,7,21.59,3,13,2fe77c0a-a17e-4336-87d6-9cf81e35acb2
Touch n Go eWallet,c0e454f7-b4f2-4edb-8ae2-adae95c42788,316.29,8,89.4,2,7,2fe77c0a-a17e-4336-87d6-9cf81e35acb2
MAE,3afb887e-a68d-4bbc-9df0-ab700fe85aee,421.11,19,96.71,6,11,a121e699-6141-4bcc-9235-d7403be2ff87
GrabPay,f865b390-a9b6-4ac6-bd30-7da343cc6c62,183.35,8,44.91,4,14,a121e699-6141-4bcc-9235-d7403be2ff87
Touch n Go eWallet,74b60244-bc9b-4cf5-ae0b-3fb48d9d3fcf,180.54,28,76.9,4,7,a121e699-6141-4bcc-9235-d7403be2ff87
GrabPay,5e045939-eff0-4eb5-905a-94e8ddf9007a,227.91,14,58.75,1,11,b2bc54f7-5ef8-401f-9af1-5070f4b40fef
GoPayz,5b32c514-924c-4dd2-845a-0066af538839,453.98,30,10.91,6,5,b2bc54f7-5ef8-401f-9af1-5070f4b40fef
Touch n Go eWallet,d6b06a6d-e4dd-46a8-9cbb-d76d1e56cdb2,146.21,7,26.05,4,15,b2bc54f7-5ef8-401f-9af1-5070f4b40fef
ShopeePay,a7fcf75c-f05d-4d0c-b609-7366f5fbf27c,267.95,15,55.18,2,13,b2bc54f7-5ef8-401f-9af1-5070f4b40fef
MAE,87d06fcf-71fa-4d1b-ad91-37989c1affa6,13.02,21,43.83,7,4,894a18ce-3776-4dad-a6df-f1878b98877e
GrabPay,07a9c4db-de0f-4ec9-b821-899a8de33766,352.55,29,27.38,4,8,894a18ce-3776-4dad-a6df-f1878b98877e
GoPayz,3e8ee899-8c3c-4ad8-8877-95cf9704a9a7,173.82,8,33.15,8,14,894a18ce-3776-4dad-a6df-f1878b98877e
Touch n Go eWallet,819e8985-b72a-41d5-9a1c-322202ccb79e,231.51,26,99.97,7,7,4312c377-b845-4366-a9e9-eb95df70b9f2
GoPayz,117adab0-9930-4ef4-9bef-3013fb55049a,37.48,16,12.68,4,12,4312c377-b845-4366-a9e9-eb95df70b9f2
MAE,7023b914-47e3-4a77-ba22-fb3e1e19b164,285.92,14,44.09,1,3,4312c377-b845-4366-a9e9-eb95df70b9f2
GoPayz,0b1a27a5-0bfc-4b8f-bf32-cc076f1f266c,468.34,16,75.12,2,5,7030b471-abcd-4ceb-9fd7-357dc1052422
MAE,1766b178-294c-4c04-b764-96e8bd6333f3,118.5,26,89.89,6,4,7030b471-abcd-4ceb-9fd7-357dc1052422
Touch n Go eWallet,b471d084-6da8-4342-89ab-5f2263247d17,249.75,25,93.36,1,14,7030b471-abcd-4ceb-9fd7-357dc1052422
GrabPay,770c0e4c-702e-41ce-9eda-28f5c9267dc2,248.14,20,20.94,2,8,defb5b4e-b6f3-40e3-9b56-325edcffc38d
ShopeePay,b5deeefe-e37d-4129-8f02-a6a0886e5362,391.14,19,37.71,7,7,defb5b4e-b6f3-40e3-9b56-325edcffc38d
ShopeePay,4334e435-8a1e-435b-b715-5bbf0198205b,329.62,18,46.9,4,6,0d51e75f-dea1-4b18-bc44-46d874434f73
Touch n Go eWallet,41535907-ad4d-4834-ab56-8b2189d3e62c,128.8,17,83.18,2,14,0d51e75f-dea1-4b18-bc44-46d874434f73
MAE,0f3f823d-65e8-4cf8-aa09-c1bfe53b1a8e,486.4,11,12.46,7,6,0d51e75f-dea1-4b18-bc44-46d874434f73
GoPayz,10306057-c7fd-4b94-a825-b1e91e8433c8,272.59,30,21.47,6,6,8c8e1bed-b35c-4d71-98cd-127b1dce5d42
Boost,d6e1bfec-c0df-416d-b22b-a54bd90579cf,455.52,16,71.84,8,10,8c8e1bed-b35c-4d71-98cd-127b1dce5d42
MAE,8893b1fc-b34b-4fbd-bf93-5e7d4571bc99,156.85,22,69.17,2,13,9c1588bd-185b-47ad-82fa-32ffe357e0fa
Touch n Go eWallet,8752787e-3924-4f26-800a-a1a3ac6308e9,326.61,9,92.37,4,9,9c1588bd-185b-47ad-82fa-32ffe357e0fa
ShopeePay,da1837ff-1a19-4b0d-835f-6829d5588695,448.96,7,40.05,2,9,9c1588bd-185b-47ad-82fa-32ffe357e0fa
GoPayz,fb31e685-4c12-4378-a64d-5fa3fbe592f5,48.17,13,30.0,8,6,9c1588bd-185b-47ad-82fa-32ffe357e0fa
GrabPay,78e6ae9a-71fb-4f0e-87bb-1d9680f70644,422.48,21,55.02,7,5,71f56c39-7c88-4577-88bc-96c5ef12ee38
Boost,7a18b367-82c4-40e4-87ed-7f9a7928d275,173.62,17,82.14,7,4,71f56c39-7c88-4577-88bc-96c5ef12ee38
MAE,3bd91955-f393-4f99-bd69-c281cdedab94,239.89,27,81.75,8,12,71f56c39-7c88-4577-88bc-96c5ef12ee38
Touch n Go eWallet,b905a7c8-82f6-4b99-a017-c19c44efb6e2,47.12,24,82.37,1,9,71f56c39-7c88-4577-88bc-96c5ef12ee38
GrabPay,fa93f686-d117-4fa2-8b05-3f912f42e130,93.34,9,53.27,8,15,aa4a8213-df00-4444-9cba-6a618760027e
MAE,2ec3cfa1-b553-4021-ad0b-55b354b84abf,191.53,21,59.6,1,14,aa4a8213-df00-4444-9cba-6a618760027e
Touch n Go eWallet,a370ed1b-fe76-4bf6-842e-75c4ebe0207f,425.61,7,21.2,8,10,aa4a8213-df00-4444-9cba-6a618760027e
GoPayz,472afa0c-3091-4d84-bd79-d4005abac684,59.65,29,50.43,2,13,aa4a8213-df00-4444-9cba-6a618760027e
GrabPay,1b44a842-a87a-42e6-a5e9-cdf752140e82,406.74,21,21.36,6,9,a04dcfaf-8d6a-494a-8288-ab9a57769290
ShopeePay,d8ba8abe-af2b-4105-bc85-8eda7b4a18df,43.79,22,87.55,6,8,a04dcfaf-8d6a-494a-8288-ab9a57769290
Touch n Go eWallet,28a2fb19-a925-43d3-a603-31d8d3d058e1,377.4,17,24.47,3,12,a04dcfaf-8d6a-494a-8288-ab9a57769290
Boost,a78533da-dbf3-4bbc-91fd-d643dbab3a5d,428.18,6,94.33,8,11,a04dcfaf-8d6a-494a-8288-ab9a57769290
Boost,e281329e-20d4-45ce-89b9-bc722bcf24df,320.66,5,64.55,7,3,98d9c53e-541f-4894-b931-371abfc3cbbc
Touch n Go eWallet,4456c487-e093-4582-94c7-5b3164d90269,234.39,10,90.54,2,8,98d9c53e-541f-4894-b931-371abfc3cbbc
MAE,216648b3-e77e-4918-80c4-36977f1476d4,138.51,23,41.28,4,4,98d9c53e-541f-4894-b931-371abfc3cbbc
MAE,6fcd6016-706f-4730-8de7-0f45e25149c4,85.35,5,79.17,8,6,97c299e1-d740-4756-8de8-3db92446f073
Touch n Go eWallet,842548bb-e17e-483c-ad8c-329ba38d7021,106.71,27,77.09,6,4,97c299e1-d740-4756-8de8-3db92446f073
GoPayz,27cb965f-f7db-4906-bca7-da000c062c1c,106.71,12,67.92,4,11,97c299e1-d740-4756-8de8-3db92446f073
ShopeePay,0fadfe5c-38d1-4695-8be8-b2ed104d8365,244.51,5,36.19,3,7,c2571e98-653d-45b6-8d80-c5e58e16d8a9
GoPayz,c10d232c-496a-4e0c-b467-f08835128ad2,209.56,23,71.23,3,9,c2571e98-653d-45b6-8d80-c5e58e16d8a9
Boost,25579485-9fc4-41fd-96d2-72d9e8e54be5,121.89,30,93.81,4,8,bcf72115-dcb4-4bf7-a593-adfdffbb059a
Touch n Go eWallet,83778c5f-69f7-4051-a225-3eb3e4961d49,220.54,23,28.35,5,3,bcf72115-dcb4-4bf7-a593-adfdffbb059a
Boost,d8b64543-ab4f-403b-8e8b-007c0b49540e,115.99,28,53.27,2,10,f06e71dc-4cc5-4db6-ad35-52bb2501d4be
GrabPay,bb5b7360-3675-4e89-b634-4d8250ea9efa,415.66,30,62.29,6,10,f06e71dc-4cc5-4db6-ad35-52bb2501d4be
ShopeePay,f554fbd5-cf46-411e-9ff3-0b1309331ceb,400.56,10,95.69,4,3,f06e71dc-4cc5-4db6-ad35-52bb2501d4be
GoPayz,7c7c41be-69e8-4ab3-a8e6-0bec22fdb395,476.1,30,54.62,3,11,199f9657-b2a6-4408-ada5-651ad2febece
MAE,edb9e853-f7d7-473a-8dfe-8bca9848470d,249.59,23,78.12,7,11,199f9657-b2a6-4408-ada5-651ad2febece
GrabPay,2ac2e4a9-e36e-42ae-8c2e-6eafc95aa362,373.76,21,37.17,5,8,199f9657-b2a6-4408-ada5-651ad2febece
ShopeePay,c0b8f4ad-36b1-4a4a-b984-edea68e1c752,102.52,30,13.71,6,10,199f9657-b2a6-4408-ada5-651ad2febece
Boost,505a7313-7f27-4167-88e6-3d9a9a74ac5c,223.2,18,47.76,5,8,5af4321d-4785-48f2-b15b-745796b3dc2c
ShopeePay,00649056-d8e3-4d04-8b97-a17a19233554,54.19,29,52.43,4,5,5af4321d-4785-48f2-b15b-745796b3dc2c
MAE,6956d8b5-d791-4e95-90cd-84e8bfe1ab74,383.25,7,31.07,7,8,5af4321d-4785-48f2-b15b-745796b3dc2c
Touch n Go eWallet,c4988636-a500-4140-bf2f-61a2bec9aecd,289.32,7,49.91,3,4,5af4321d-4785-48f2-b15b-745796b3dc2c
GrabPay,a074ac68-7d8e-40a0-ae80-40574680c8f0,52.84,19,89.3,3,8,0dd79553-6416-464c-9a08-c1b0d6945051
Touch n Go eWallet,def2c77c-1efc-4bbd-9fea-ff6de513ca8d,352.78,23,79.99,4,8,0dd79553-6416-464c-9a08-c1b0d6945051
Boost,b3dc9cba-597f-4072-9ecd-b904c3f730b3,496.83,11,54.92,2,6,0dd79553-6416-464c-9a08-c1b0d6945051
ShopeePay,852df57b-8844-4cf4-bb5b-5e242e60e55c,33.65,22,67.34,1,13,0dd79553-6416-464c-9a08-c1b0d6945051
GoPayz,76f72202-9edb-4324-a7c6-f7698178301b,88.69,30,94.34,6,9,bdf4d7bf-f76a-4175-b6f9-4edd0c80b5e6
ShopeePay,b02ec42c-0b1c-4302-9d9a-6dda49369209,348.72,9,10.18,5,13,bdf4d7bf-f76a-4175-b6f9-4edd0c80b5e6
GrabPay,3c490e89-3444-4926-a0f9-eb5c7ea1d21e,297.99,10,11.97,4,13,3224808e-5d86-4d9f-80b1-62bfe48955eb
Touch n Go eWallet,b2455b0a-2ff3-437c-bb7f-70d94698f91e,169.69,25,25.95,4,11,3224808e-5d86-4d9f-80b1-62bfe48955eb
ShopeePay,700c4e49-2c16-4733-b66b-896633dcf8f8,273.26,11,45.42,3,4,74bc5d8d-10db-4253-923c-dc058d8efcf2
GrabPay,9c0925ca-d91a-4bcf-85ee-cce2102eec79,403.57,9,10.82,3,11,74bc5d8d-10db-4253-923c-dc058d8efcf2
GrabPay,48ca2911-4129-40df-b6ce-d718d0cc3629,213.6,21,81.36,4,5,9ecaf911-e227-4f4b-909b-e27df02cbe81
GoPayz,2498f259-7da4-48b4-8bd6-379876ad30f8,148.67,15,54.68,6,7,9ecaf911-e227-4f4b-909b-e27df02cbe81
MAE,2f0ff489-308d-451c-83e6-03d33663ec32,241.98,5,41.29,3,14,9ecaf911-e227-4f4b-909b-e27df02cbe81
Boost,5fb4fabe-45a4-457c-8db5-6260d4dd25a3,220.36,14,42.28,8,11,2f0ad8a1-5bf0-4960-a6ab-4117f7edeb8b
MAE,bb9f9837-73e6-4349-9648-7ef24c5b7621,433.77,28,93.66,4,14,2f0ad8a1-5bf0-4960-a6ab-4117f7edeb8b
Boost,9be2595d-98df-45c6-860a-d644624d2b7b,125.6,21,64.98,7,5,f219e6e0-a741-4208-aa6c-05425cd7998a
Touch n Go eWallet,6aaa18a7-563d-441b-afb8-c494d09b602b,196.17,6,39.49,1,12,f219e6e0-a741-4208-aa6c-05425cd7998a
MAE,5198477e-2e2b-47be-801a-fe33ab51f4a6,150.11,23,16.27,6,8,f219e6e0-a741-4208-aa6c-05425cd7998a
Boost,c6ac501a-6679-4ef2-9b8d-3b26faad22d5,111.22,30,66.54,1,9,9c7c4acc-e3a1-4aa9-a68f-892fb9cbe5b7
ShopeePay,0145e975-d9f4-4aba-b190-59757c5e3f54,493.13,18,75.48,7,6,9c7c4acc-e3a1-4aa9-a68f-892fb9cbe5b7
MAE,edd6e7d1-f077-47c5-940e-ae7267697d0a,185.42,13,16.16,3,11,9c7c4acc-e3a1-4aa9-a68f-892fb9cbe5b7
GoPayz,7caabcc0-eeb6-4ca1-949b-e3866a7b62bc,158.79,10,69.16,1,10,9c7c4acc-e3a1-4aa9-a68f-892fb9cbe5b7
Boost,cc2ac2a5-58b4-4a0f-9db2-cd01fb266269,55.72,7,61.4,2,14,dd790da7-8e36-44cc-ab20-959c85d8a779
MAE,434af710-3e1a-4e3c-a737-c7428243505d,379.71,23,74.87,2,7,dd790da7-8e36-44cc-ab20-959c85d8a779
GrabPay,81e4ff64-6ae8-456b-b4cc-ade5fe110622,42.72,25,11.14,3,9,7bae2be9-9e4d-45cd-b8fc-794a0e55e0e6
MAE,988c8f43-fdb4-4c4e-adc9-f1915a387af7,227.93,26,85.36,7,9,7bae2be9-9e4d-45cd-b8fc-794a0e55e0e6
ShopeePay,24310365-09a6-43f8-ae0e-17630340d0d9,248.35,30,73.98,1,8,7bae2be9-9e4d-45cd-b8fc-794a0e55e0e6
GrabPay,b3d2b4d3-780d-4984-813a-e94a4048e3ac,113.21,28,75.46,4,12,7a2090c9-4aea-4346-9b72-8cc2b5b0ec67
GoPayz,f7f24d29-e076-4cf9-949a-6eafffb9cebc,290.08,17,27.25,3,4,7a2090c9-4aea-4346-9b72-8cc2b5b0ec67
MAE,d8096cc2-a721-4e35-a01f-2e359acc6972,207.26,10,20.21,3,8,7a2090c9-4aea-4346-9b72-8cc2b5b0ec67
ShopeePay,2d7f6a88-1ec5-43f4-a276-6ad7700c3bf5,175.7,22,84.32,1,8,7a2090c9-4aea-4346-9b72-8cc2b5b0ec67
ShopeePay,f1df2c26-bcb0-46fe-b789-7064104ccfe7,390.76,5,30.37,1,4,fbf66799-a8c1-46e6-b315-04a551ef64e7
GoPayz,180f11af-fc40-41a5-a96a-5e90961f5df3,434.69,8,41.54,2,7,fbf66799-a8c1-46e6-b315-04a551ef64e7
MAE,e1b72a8b-efab-46a1-b493-6adda201e044,108.06,13,76.49,8,10,fbf66799-a8c1-46e6-b315-04a551ef64e7
GrabPay,99522152-2b10-4576-81b0-3e0e7c96a8ae,310.43,9,57.74,5,10,fbf66799-a8c1-46e6-b315-04a551ef64e7
Boost,eede954a-84f1-41cf-bcbb-789e29a092f5,481.52,21,51.98,6,3,660d02f4-12f5-4989-87a5-2a7348d7a27d
ShopeePay,b00b6d62-bd3f-47ff-8203-9dfd4818c4e2,437.81,17,68.41,5,13,660d02f4-12f5-4989-87a5-2a7348d7a27d
Boost,b58c00bd-47cd-4385-876f-c2a65f6892ec,387.51,26,90.29,3,10,7ba6df7a-77a6-4318-a766-28fac009890f
GrabPay,2fdacff1-a28f-4ea9-ac29-909229e38e05,125.98,15,14.09,4,13,7ba6df7a-77a6-4318-a766-28fac009890f
MAE,256d6d48-44a0-4e65-b1ed-e0990e2785c6,321.28,14,72.22,4,15,7ba6df7a-77a6-4318-a766-28fac009890f
Touch n Go eWallet,2c9eb5f6-383c-4e40-8c78-3a204a4a9e22,378.92,20,24.76,2,15,7ba6df7a-77a6-4318-a766-28fac009890f
GrabPay,1f6dd109-10fd-42c8-9e0f-6e431cecad55,471.78,14,53.81,2,8,2db1983b-665d-4e65-bd81-1aae1079cb65
MAE,8de71699-3508-419f-970c-ad29f0c9a4da,312.53,20,76.27,2,10,2db1983b-665d-4e65-bd81-1aae1079cb65
Boost,b576a1d9-d12e-4935-ae00-c222ca5d9823,126.06,20,65.77,1,4,2db1983b-665d-4e65-bd81-1aae1079cb65
Boost,3ea40ef0-4826-4e58-b09f-aca0c22846cd,101.23,21,23.17,7,11,fc9ab75f-1fb0-445b-827f-f8c22b37c1a0
ShopeePay,e9e0b1a7-06f3-4b17-a0b9-95fe8fa12291,13.47,17,31.92,4,6,fc9ab75f-1fb0-445b-827f-f8c22b37c1a0
Touch n Go eWallet,4a960baf-5230-4f2c-91c3-d14422ca1627,399.67,30,64.03,4,15,ba4400e3-9315-421d-b294-793638fd8958
GrabPay,42651de9-cf5c-4eea-ba62-ee4bdd4943c9,155.82,10,82.8,3,12,ba4400e3-9315-421d-b294-793638fd8958
GoPayz,1d9eee5e-5dd6-4a73-916b-1ebe6a002621,375.78,26,51.34,3,4,07c4569f-687b-4507-848b-ad6eeadde676
ShopeePay,a52e58db-6d36-446a-ab4b-fcfaafc9e4a9,46.21,11,28.36,1,12,07c4569f-687b-4507-848b-ad6eeadde676
GoPayz,e0fdd86b-3f52-44f0-95d2-a97c0debf3c5,377.84,13,14.16,3,3,852c6d56-c57b-498d-971b-c34cc9f7ee35
Boost,4ebeb31d-a865-4f09-bd56-f1041bca7d5e,473.75,8,10.93,6,5,852c6d56-c57b-498d-971b-c34cc9f7ee35
Touch n Go eWallet,9d31fad6-b2bb-4a3d-b85a-62059b2a2171,47.21,23,36.98,4,3,852c6d56-c57b-498d-971b-c34cc9f7ee35
ShopeePay,a0321a91-7adf-441e-b820-75db6d46a872,138.58,21,15.77,3,10,852c6d56-c57b-498d-971b-c34cc9f7ee35
Touch n Go eWallet,73117d58-ccb1-4da1-b6d8-17bd2354ccd8,412.79,24,66.07,4,11,1689a513-0ffc-45e3-afc4-a05b691a76bf
Boost,eb0c5149-821b-424e-b289-525402e541e8,205.21,13,24.42,7,5,1689a513-0ffc-45e3-afc4-a05b691a76bf
GoPayz,1735f7eb-0b59-48b4-ab9e-2534c54367a0,53.68,9,39.92,1,3,1689a513-0ffc-45e3-afc4-a05b691a76bf
ShopeePay,5a99fff6-424f-4628-a43b-465b5221c8f0,370.5,8,18.72,5,5,1689a513-0ffc-45e3-afc4-a05b691a76bf
MAE,d1d7d33f-02c1-4442-9a95-c284cb1ce8cc,491.2,18,66.02,4,13,277d2cd2-ae0e-46a2-af7b-75ee785aaba1
GrabPay,3deb23e3-23a9-4cf9-812f-a2ec047f399b,398.02,10,64.65,1,3,277d2cd2-ae0e-46a2-af7b-75ee785aaba1
Boost,a7604697-6965-4cf8-9e72-07d335dea573,452.59,7,38.32,4,14,277d2cd2-ae0e-46a2-af7b-75ee785aaba1
GrabPay,750edc7a-8909-4d85-ae32-7dd13feafe35,479.13,18,64.58,8,7,afd756ee-0e01-46b7-8019-b43278e6ed7e
MAE,549887a6-9744-4815-85e9-662d5fd7fdba,51.91,27,68.58,3,8,afd756ee-0e01-46b7-8019-b43278e6ed7e
Boost,312e1edc-2499-4859-aad1-4118482c80a2,281.44,27,42.69,5,11,afd756ee-0e01-46b7-8019-b43278e6ed7e
GrabPay,2666b992-899c-415a-8ab5-0bb8193049e4,129.55,17,82.4,7,6,e156c223-72a6-4ec8-b2e1-21bf89a1098f
ShopeePay,1bc19980-893b-44ae-a573-d7d52a43b616,153.36,26,94.63,6,5,e156c223-72a6-4ec8-b2e1-21bf89a1098f
MAE,e1f57d3d-6a9c-4bc2-a405-b67e2d7820e3,233.3,7,14.24,4,3,e156c223-72a6-4ec8-b2e1-21bf89a1098f
GoPayz,8755e6a3-fdad-4515-97b3-a7a949e4e9e8,240.67,24,23.63,6,12,e156c223-72a6-4ec8-b2e1-21bf89a1098f
GoPayz,126a2afc-5f68-41ec-a6ad-2792e17f5466,190.7,29,77.83,3,5,7563a11b-73af-410e-a1a9-874eb2a3a6a3
Boost,daa22864-e313-40e6-87b2-52d1709242e3,140.51,8,85.8,1,9,7563a11b-73af-410e-a1a9-874eb2a3a6a3
Touch n Go eWallet,5237a66b-7aeb-4eca-85b2-1b4a78f37fef,444.7,30,99.81,2,6,7563a11b-73af-410e-a1a9-874eb2a3a6a3
MAE,dafb6500-5d9f-4b20-a616-621076e90e4f,16.67,16,79.7,7,14,7563a11b-73af-410e-a1a9-874eb2a3a6a3
GoPayz,36c455c0-09fb-49ad-ae3c-7b1cd07e6ced,123.14,29,69.94,8,11,f5fab7b0-7163-4e42-9e61-34f98fe67ef5
Touch n Go eWallet,76e08c35-a272-4a2b-8f45-5c8008ff6e0e,411.83,7,14.78,3,7,f5fab7b0-7163-4e42-9e61-34f98fe67ef5
GoPayz,f5dbb221-eb22-4ca2-a230-511dadd47e88,37.11,28,93.31,1,7,f31d03cb-7081-4e24-b3b1-21f17fc93d49
MAE,ac550ffd-f598-431b-aa57-a6180657dbfd,44.44,18,40.36,6,8,f31d03cb-7081-4e24-b3b1-21f17fc93d49
ShopeePay,eb90882a-c9d2-4a3f-acf3-466cd983034d,467.21,28,73.22,4,3,a3e86a79-17e1-4028-8624-53d0a5de31eb
Boost,d4f44b3e-b671-4249-bc13-5b5da69447f7,298.15,28,97.58,2,12,a3e86a79-17e1-4028-8624-53d0a5de31eb
GoPayz,fa9b5064-f8d5-4f1e-8e85-2664267375d3,437.93,6,54.09,3,6,a3e86a79-17e1-4028-8624-53d0a5de31eb
MAE,6f83e8bf-47c3-4b85-830b-dd79132895aa,245.28,24,57.64,4,14,11f76f2f-9d7e-43e2-8191-dbbfa374ba91
ShopeePay,ad802eef-3bda-409c-984d-726f49d8f733,144.51,30,87.28,6,13,11f76f2f-9d7e-43e2-8191-dbbfa374ba91
GoPayz,3beea0dc-a5e5-4202-823c-234bceee863b,69.91,6,92.62,4,12,11f76f2f-9d7e-43e2-8191-dbbfa374ba91
MAE,4c3ac361-2b47-4168-b4e8-ecdc81c485f4,384.67,30,58.45,3,11,437038cc-ed15-4eef-83f4-d9c52b17202e
Touch n Go eWallet,88541274-7957-4693-b89b-f3f1ec73c75a,136.33,28,20.86,6,14,437038cc-ed15-4eef-83f4-d9c52b17202e
ShopeePay,9a6fe4a1-3c2d-4b72-be5c-4c2c66d97215,286.66,7,25.93,1,15,437038cc-ed15-4eef-83f4-d9c52b17202e
GrabPay,e9f45f1b-1786-40c2-a0c6-c8d5e40fb309,125.1,28,98.21,5,14,beb9b011-3e0f-4f44-8518-8f281c434de1
ShopeePay,c0e1dc1a-947b-42e7-84b1-e98fa01df8c8,81.46,22,33.89,6,12,beb9b011-3e0f-4f44-8518-8f281c434de1
MAE,587e293d-47d1-4266-a95c-dd4baad2b0e6,104.48,21,73.37,1,14,beb9b011-3e0f-4f44-8518-8f281c434de1
Touch n Go eWallet,76b83525-52fa-4fe5-b182-971092a7a804,227.87,23,40.54,3,13,beb9b011-3e0f-4f44-8518-8f281c434de1
GoPayz,e8652471-5d9b-44a7-8c6d-2ed100ddf66c,369.07,11,56.92,7,6,a9be51d4-e9c4-4e40-b4c3-96b0cc1bd9ba
Boost,fdf4a370-7470-4cc6-9b59-1c04155c288d,121.05,30,15.91,8,13,a9be51d4-e9c4-4e40-b4c3-96b0cc1bd9ba
ShopeePay,483c7836-626f-44d6-b154-111e2a269c69,439.91,25,43.3,6,13,a9be51d4-e9c4-4e40-b4c3-96b0cc1bd9ba
Touch n Go eWallet,29249d3e-9d2e-4929-9fa7-5b506322c2e5,175.71,16,19.5,5,4,a9be51d4-e9c4-4e40-b4c3-96b0cc1bd9ba
Touch n Go eWallet,460b33e6-d4cf-4ae6-bf21-082b4fa80d49,40.99,19,77.41,5,4,0a6b4ae3-3cc1-4d8f-92f0-344745011b33
Boost,9e5e843a-bbce-4cd8-8a5e-1031a8a8cf71,227.01,17,63.19,5,4,0a6b4ae3-3cc1-4d8f-92f0-344745011b33
MAE,d606d3d0-7f95-47fd-915e-803d65d8af0d,144.33,15,68.29,5,12,0a6b4ae3-3cc1-4d8f-92f0-344745011b33
ShopeePay,903113a4-d911-4499-ac4c-3b7a6c768cb6,189.23,6,34.3,5,10,f4feb5c3-d847-4567-bd78-8bc0371dcecd
Boost,7bc64cff-a5c7-4022-9d2f-185575e6bd40,303.38,22,64.78,1,3,f4feb5c3-d847-4567-bd78-8bc0371dcecd
GrabPay,c535a7b3-8c90-43f8-bd69-193296ca814b,101.23,14,30.72,6,7,f5b83a75-6a6f-4a37-a748-387c68694fc3
GoPayz,de3661b0-2a58-456e-bf45-dd3a8fd16aa6,390.29,24,82.87,4,11,f5b83a75-6a6f-4a37-a748-387c68694fc3
GoPayz,982dd25b-ba76-4d7b-9fc4-5589fe24c6d6,323.9,19,72.07,5,11,24b198f9-25f4-4928-b292-9f62d316a5fa
GrabPay,af9435e1-b9cc-4308-bce0-811648cc6053,469.41,22,80.15,3,14,24b198f9-25f4-4928-b292-9f62d316a5fa
Touch n Go eWallet,6e3aab86-33b1-4175-83e3-f46d1fa945a2,453.97,15,78.14,7,12,24b198f9-25f4-4928-b292-9f62d316a5fa
Boost,827d2b09-0006-4141-b7b6-4fc5b012c41e,278.18,17,47.04,8,10,24b198f9-25f4-4928-b292-9f62d316a5fa
MAE,655e20ab-9514-406b-8642-8a9a201514a6,422.71,16,55.16,4,12,23b66e3a-87cb-4911-845e-dc6a02f6006a
ShopeePay,8902d78c-1c37-4bc7-b935-607fc0edeff2,186.72,10,38.93,7,6,23b66e3a-87cb-4911-845e-dc6a02f6006a
GrabPay,1a512b1d-cd6a-4524-8a69-6e5b7d7f34a3,292.35,5,17.67,6,11,23b66e3a-87cb-4911-845e-dc6a02f6006a
Boost,f008a3bc-ac7b-40f6-be15-d833c7c1ae71,369.56,27,42.2,2,15,23b66e3a-87cb-4911-845e-dc6a02f6006a
GrabPay,9ca81988-d7fd-4d74-93fa-ab4a541cf2f3,398.49,14,22.25,8,15,fff32de3-01d5-4994-9f78-744bd7cbe290
ShopeePay,9bec8e4c-276b-4f7c-a4db-637668251721,371.4,9,70.42,2,3,fff32de3-01d5-4994-9f78-744bd7cbe290
Touch n Go eWallet,b05c7a74-120e-496b-b762-fdc42e01d15d,310.84,27,96.95,2,10,fff32de3-01d5-4994-9f78-744bd7cbe290
MAE,ca18aaad-e670-40a4-814a-586bee1e94c9,87.89,20,20.92,3,7,fff32de3-01d5-4994-9f78-744bd7cbe290
GrabPay,d5382bce-2350-41b2-9655-c66d6b9e7217,349.47,25,42.22,6,4,f0a3dde6-0423-49d9-9362-4e2903e5963f
GoPayz,bfcdfc6a-0577-4f7a-bb24-e7551b9b943c,70.11,20,27.77,3,15,f0a3dde6-0423-49d9-9362-4e2903e5963f
Boost,80a59c91-c98f-49ca-9287-23d3a4fb354f,53.93,27,32.16,3,7,2d5e467c-5acd-404f-aec7-d64bb743726c
MAE,e8cdbc68-ed31-4252-b1b4-b0e66a10113b,195.39,11,61.35,6,12,2d5e467c-5acd-404f-aec7-d64bb743726c
ShopeePay,57e09d79-0545-40af-8cb5-2af74d899fd0,348.17,16,88.8,1,6,2d5e467c-5acd-404f-aec7-d64bb743726c
GrabPay,0b04267d-b0ea-41c6-8f98-4686ee733032,427.44,21,72.31,2,14,2d5e467c-5acd-404f-aec7-d64bb743726c
ShopeePay,930d0bbe-be61-4ac0-83bd-5dfd79b3cc2f,288.42,21,27.89,1,4,2fc6548f-e978-4c84-b756-5cac9bcee261
